Date,Headline
2020-09-13,"One of the Most Seminal and Legitimizing Events in Bitcoin History Flying Under the Radar, Says Galaxy Digital "
2020-09-14,"Macroeconomic Trends Boost Bitcoin and Gold, US Dollar Index Shows Bearish Double-Top "
2020-09-14,Macro Strategist Raoul Pal Moves More Than 50% of Portfolio to Bitcoin in Big Bet on Future of Crypto 
2020-09-14,"MicroStrategy Board makes Bitcoin its primary reserve currency, may increase its holdings beyond $250M "
2020-09-15,"Bitcoin ‘Master Traders’ Fraud Targeted Korean Church Members, Spanish-Speaking Individuals "
2020-09-15,Aircraft Vendor Aviatrade to Accept Bitcoin Payment for $40 Million Private Jet | BTCMANAGER 
2020-09-15,"Brock Pierce, 'The Mighty Ducks' child star turned tech Bitcoin billionaire, running for president in November "
2020-09-16,"US Company Accepts Bitcoin Payments for Luxury Planes, as $40M Gulfstream Jet Goes on Sale "
2020-09-16,"Bitcoin will continue appreciating, although at a slower pace than in the past, Bloomberg analyst explains "
2020-09-16,Bitcoin (BTC) Wealth has Become More Evenly Distributed with Smaller Accounts Holding Greater Proportion of 
2020-09-17,Billionaire Twitter CEO Jack Dorsey Reveals Why Bitcoin Is ‘The Best’ Internet Currency 
2020-09-17,"Bitcoin Price Will 'Crash' Once COVID-19 Vaccine Is Out, ‘Rich Dad Poor Dad’ Author Predicts "
2020-09-17,BIGG Digital Assets Inc. Announces Completion of Non-Brokered Private Placement of CAD $525000 and Planned Launch of Bitcoin SV on Netcoins 
2020-09-18,"East Asia Dominates World's Onchain Crypto Activity, Europe and North America Trail Behind "
2020-09-18,"BitMEX Installs Blockstream’s Bitcoin (BTC) Satellite System, As Number of Cryptocurrency ATMs to Pass "
2020-09-18,Argentina's Peso Plunges After Central Bank Tightens Foreign Exchange Controls: Citizens Discuss Bitcoin Adoption 
2020-09-19,"Report: Blockchain Patents 'Skyrocket' in 2020, Alibaba Owns the Most Crypto Patents "
2020-09-19,"Analyst: 1500 Bitcoins Lost Every Day, Less Than 14 Million Coins Will Ever Circulate "
2020-09-19,Hackers Have Been Trying To Crack Bitcoin Wallet Worth $750 Million But Here’s The Catch 
2020-09-20,Bitcoin price volatility expected as 47% of BTC options expire next Friday 
2020-09-20,Publicly Listed Energy Firm Equinor Exploits Gas Flaring in North Dakota to Mine Bitcoin 
2020-09-20,Brazen Nigerian Crypto Scam Inksnation Still Operational Three Months After Regulator Warning 
2020-09-21,"US Indicts Hackers Stealing $17M in Bitcoin and Ether From Binance, Poloniex, Gemini Users "
2020-09-21,How Peter McCormack turned his hobby into the world's biggest Bitcoin podcast » Brave New Coin 
2020-09-21,"Record Cryptoart Sale: Matt Kane's ""Right Place & Right Time,"" a programmable artwork that changes with Bitcoin price volatility, sells for over $100K on Async Art "
2020-09-22,Craig Wright's Summary Judgment Denied - Billion Dollar Bitcoin Lawsuit Heads to Trial 
2020-09-22,This Cryptocurrency Company is Reducing Volatility and Increasing Adoption Of Blockchain 
2020-09-22,"Yates County residents encourage DEC to modify, revoke Greenidge permits over plan to expand bitcoin mining "
2020-09-23,Cryptocurrency ETF by Nasdaq and Hashdex Approved to List on Bermuda Stock Exchange 
2020-09-23,"Bloomberg suggests that Bitcoin should be $15,000 according to this adoption metric "
2020-09-23,Keiser Insists 'Bitcoin Inversely Correlated To USD Not Stock Markets' After Crypto Market Tumble 
2020-09-24,Whale Inflows Into Bitcoin Exchanges Slow Down; Is a Recovery Ahead? | Bitcoinist.com 
2020-09-24,"Venezuela Passes Law Legalizing Crypto Mining, Forces Miners to Join National Mining Pool "
2020-09-24,"Norway’s $1 Trillion Oil Fund, BlackRock’s And Vanguard’s Indirect Bitcoin Holdings Revealed "
2020-09-25,Cambridge University's Third Crypto Study Records 101 Million Cryptocurrency Users Worldwide 
2020-09-25,Digital Commodity Exchange Act of 2020: US Lawmakers Propose Single National Crypto Framework 
2020-09-25,"Investing Legend Who Bought 1,000,000 Bitcoin in 2013 Reveals Strategy for Catching the Next Big Trade "
2020-09-26,Crypto Exchange Binance Blacklisted by Russia's Telecom Censorship Agency 
2020-09-26,Blow To Bitcoin As Portnoy Warns Cryptocurrencies Are Just ‘One Big Ponzi Scheme’ 
2020-09-26,Antiguans invited to participate in free virtual bitcoin SV event CoinGeek conference LIVE 
2020-09-27,Ultimate Bitcoin bull case: trader says 23 factors show a rally is due 
2020-09-27,Bitcoin Balances on Exchanges at 2-Year Low and That May Be a Bullish Sign 
2020-09-27,"10 Crypto Assets Technologically Superior to Bitcoin and XRP, According to Weiss Ratings "
2020-09-28,"Blockchain Bites: DeFi Meets NFTs, TSLA Beats Bitcoin in Volatility, Uniswap Breaks $2B "
2020-09-28,Grayscale Buys Another $186 Million in Bitcoin: Approaching $6B Crypto Assets Under Management 
2020-09-28,"Bitcoin's Big Believers: 6-Digits 'Inevitable,' BTC Has a Better Chance of Going to $100K Than Zero "
2020-09-29,Ripple vs Bitcoin: what will a new bull market bring to these two major coins in October 2020? 
2020-09-29,Twitter CEO Jack Dorsey Says Bitcoin and Blockchain Will Fuel Financial Freedom and Transform Future of Con... 
2020-09-29,Easily Spend Your Bitcoin via Prepaid Debit Card or a PayPal Account with Bitcoin of America's Easy to Use Trading Platform 
2020-09-30,"$14,000 By End of 2020 a Reasonable Target for Bitcoin’s Price: Filb Filb in Exclusive Trader’s Digest "
2020-09-30,"Ex-CEO of Bitcoin.com, a Leading Proponent of Bitcoin Cash (BCH), Joins Nodle's Board to Help Develop the Nodle Cash Ecosystem "
2020-09-30,"""Bitcoin will be a must-have asset in every investor's portfolio in 2025"": Interview with Bitpanda's CEO & co-founder Eric Demuth - EU"
2020-10-01,Venezuela To Start Using Cryptocurrency in Global Trade in Efforts To Fend off US Sanctions 
2020-10-01,"Unbounded Enterprise Launches: Offering Transaction Processing, Bitcoin Services, and Mining Pool "
2020-10-01,Atari Token: Agreement with Bitcoin.com Exchange for a Public Sale and Listing of the Atari Token in November 2020 
2020-10-02,$1B in Wrapped Bitcoin now being audited using Chainlink’s ‘Proof of Reserve’ 
2020-10-02,Renewable energy not as prominent in cryptocurrency mining as previously claimed 
2020-10-02,Venezuela's State-Run 'Defi' Crypto Exchange Goes Live After Maduro's Anti-Blockade Speech 
2020-10-03,"COVID-19, Trump, KuCoin, BitMEX: Bitcoin price says keep calm and carry on "
2020-10-04,"Credible Crypto Predicts XRP Will Rise 12,900% in Next Bitcoin Bull Cycle "
2020-10-04,A Major Tesla Investor Has Predicted Bitcoin Will Be Worth More Than $1 Trillion In Under 10 Years 
2020-10-04,Chipper Cash CEO Hints at Possible Bitcoin Trading Support on the Platform with a User Interface Screenshot 
2020-10-05,"Twitter CEO Jack Dorsey Praises Bitcoin, Calls It 'Future' Of Company Security "
2020-10-05,Visual Interpretation of Bitcoin's Supply Shows the Digital Asset's Unique Scarcity 
2020-10-05,"Coronavirus Has Made Akon’s $6 Billion Crypto-Powered, ‘Real-Life Wakanda’ In Senegal ‘More Necessary’ "
2020-10-06,The Search for Satoshi Nakamoto: A Look at 7 Suspected Bitcoin Creators 
2020-10-06,Bitcoin To Hit $100000 in Five Years as Demand and Adoption Increase - Report 
2020-10-06,US-Regulated Bitcoin Derivatives Market Bitnomial Raises $11.6M in Electric Capital-led Series B 
2020-10-07,"Don't Underestimate Samsung Galaxy S10's Crypto Offering, Millions Will Be Exposed To Bitcoin "
2020-10-07,Fact check: Website uses false recommendations from TV personality Deborah Meaden to promote bitcoin scheme 
2020-10-07,KaratGold Coin's (KBC) Blockchain-Based Smartphone and Software for Online Vendors Changes the Concept of Crypto Payments 
2020-10-08,"Bitcoin Dominance Expected to Grow to 70%, Crypto Analyst Warns of Deceiving ALT/USD Charts "
2020-10-08,"Bitcoin Dominance Bear Flag Nears Breakdown, But 58% Level Remains Barrier To Altcoin Season "
2020-10-08,Report: Bitcoin Surges With Rising Real Interest Rates and Economic Stimulus While Gold Performs Better With Rising Inflation 
2020-10-09,Billionaire tech entrepreneurs need to school financial regulators on Bitcoin: deVere 
2020-10-09,"Robinhood Traders, Including Bitcoin Holders, Left in the Lurch Following Theft: Report "
2020-10-09,US Attorney General Releases Crypto Enforcement Framework for Public and National Safety | BTCMANAGER 
2020-10-10,Prominent Academic: Bitcoin and Crypto Not True Currencies Until They Can Establish Stability 
2020-10-10,"Crypto Tidbits: Venezuela Owns Bitcoin, SoFi Adds Cryptocurrency Trading, Libra Launch Unclear "
2020-10-10,US Government Moves to Regulate Cryptocurrencies After Attorney General Publishes Enforcement Framework 
2020-10-11,"Bitcoin Fell 50% From $6,000 in 2018 After this Key Signal Lit, and it's Flashing Again "
2020-10-11,What the Potential Loss of Millions of Dollars From Crypto Exchange Shows About the Industry 
2020-10-11,$12M in 'Satoshi Era' Bitcoins Move: 21 Block Rewards from 2010 Spent After a Decade of Slumber 
2020-10-12,The Silk Road Balance Sheet Discrepancy: Bitcoin Worth $4.8 Billion Still Missing 
2020-10-12,Bitcoin Spot Market Could Exceed Daily Volume of All US Equities in 4 Years At Current Growth Rate 
2020-10-12,U.S. Department Of Justice Reveals Growing Bitcoin And Crypto National Security Threat Could Herald ‘Oncoming Storm’ 
2020-10-13,The sheep farmer who laced jars of Tesco baby food with shards of metal in £1.4m bitcoin blackmail plot 
2020-10-13,Marathon Patent Group Announces Joint Venture With Beowulf Energy For 105-Megawatt Bitcoin Mining Data Center 
2020-10-13,"Chainalysis Reveals Huge Growth In Government Bitcoin, Crypto And Blockchain Interest—Makes Dire Monero Warning "
2020-10-14,Another 'Sleeping Bitcoin' Block Reward from 2010 Was Caught Waking Up After Ten Years 
2020-10-14,Bitcoin Miner Marathon Agrees to Deal That Cuts Electricity Costs by 38% With US Power Company 
2020-10-14,"Bitcoin Has Hit An ‘Inflection Point,’ Predicts Major Twilio, Pinterest, LinkedIn, And Twitch Investor, Bessemer Ventures "
2020-10-15,Nigeria Protest Group Asks for Bitcoin Donations After Regulators Block Bank Account 
2020-10-15,"Bitcoin Mining Rigs Struggle for Profits, Despite BTC's Hashrate Reaching an All-Time High "
2020-10-15,"Grayscale Adds $1 Billion to Crypto Products in Q3, Sees 'Unprecedented Demand' for Bitcoin Cash "
2020-10-16,Google Finance Now Lists Bitcoin First Ahead Of Top Forex Currencies | Bitcoinist.com 
2020-10-16,"Nigerian Banks Shut Them Out, so These Activists Are Using Bitcoin to Battle Police Brutality "
2020-10-16,"Crypto Trader Who Morphed Minuscule Bitcoin Portfolio Into $100,000 Says He’s Preparing for Altcoin B... "
2020-10-17,The next big treasure: Corporations buy up Bitcoin as a treasury reserve 
2020-10-17,Sharp Bitcoin price move brewing as BTC volatility falls to a 16-month low 
2020-10-17,Bitcoin's Creator vs. Bezos: Satoshi Nakamoto's Uphill Climb to Surpass the Amazon Founder's Net Worth 
2020-10-18,A Former Goldman Sachs Hedge Fund Chief Has Predicted Bitcoin Will Surge To $1 Million—Here’s Why 
2020-10-18,"After Investing $425 Million Into Bitcoin, Michael Saylor Says Ethereum, Ripple, Chainlink, EOS and Tron Ad... "
2020-10-18,These Young Investors Are Still Betting Big On Crypto — And Are Taking Harvard And Stanford Along For The Ride 
2020-10-19,A $4 Billion Dream - Exclusive Interview With Cryptocurrency Creator Brendan Blumer 
2020-10-19,U.S. Treasury’s FinCEN Issues $60 Million Penalty Against Operator of Bitcoin ‘Mixers’ 
2020-10-19,Bitcoin mine in Bulgaria seized in crackdown on transnational crime organization QQAAZZ 
2020-10-20,"Ripple Price Analysis: XRP Crashes To 3-Month Low Against Bitcoin, What’s Next? "
2020-10-20,Operator of bitcoin 'mixers' that served dark web markets faces $60 million FinCEN penalty 
2020-10-20,FCA Crypto Ban Is A Setback For The U.K. In Race To Lead The Growing Global Digital Assets Market 
2020-10-21,Early bitcoin miner Bixin allocates $100 million proprietary fund for scaling DeFi projects 
2020-10-21,$10 Billion in BTC Reserves: Companies With Bitcoin Treasuries Command Close to 4% of the Supply 
2020-10-21,"Is This When To Buy Bitcoin, Ethereum, Litecoin, Ripple’s XRP, Chainlink, And Other Cryptocurrencies? "
2020-10-22,"HODLers: Most Crypto Investors Hold Majority In Bitcoin Over Altcoins, Survey Finds "
2020-10-22,"Paul Tudor Jones says he likes bitcoin even more now, rally still in the 'first inning' "
2020-10-22,"Analysis: Is PayPal's crypto move a game-changer for bitcoin? Probably not, say experts "
2020-10-23,PayPal Just Gave 346 Million People A New Way To Buy Bitcoin—But There’s A Nasty Catch 
2020-10-23,"Crypto Price Analysis & Overview October 23rd: Bitcoin, Ethereum, Ripple, Litecoin, and Bitcoin Cash "
2020-10-23,"Bitcoin Businesses on the Mend: Report Shows 57% of Crypto Execs Expect the Industry to Accelerate, Companies Are Hiring "
2020-10-24,Billionaire Hedge Fund Manager Paul Tudor Jones: A Bet on Bitcoin Is a Bet on Human Ingenuity 
2020-10-24,"Billionaire Paul Tudor Jones Sees Massive Upside in Bitcoin, Like Investing in Apple or Google Early "
2020-10-24,"'Oracle' Vinny Lingham Expects High Bitcoin Volatility, BTC Price Likely to Hold $12K Handle for 30 Days "
2020-10-25,Nautilus Research: Bitcoin (BTC) Pattern Echoes Early Days of Prior Exponential Rallies 
2020-10-25,Can Github Remove the Bitcoin Codebase? Recent Repository Takedown Has Proponents Worried 
2020-10-25,"Buying Bitcoin ‘Like Investing In Google Early Or Steve Jobs And Apple,’ Predicts Wall Street Legend And Billionaire Paul Tudor Jones "
2020-10-26,LibertyX adds the ability to sell bitcoin for cash at thousands of ATMs nationwide 
2020-10-26,"Crypto Tidbits: Fidelity Expands Bitcoin Ops, Ripple's XRP Sales Fall, Grayscale Sees Growing Altcoin Demand "
2020-10-26,Child actor/Bitcoin billionaire/Presidential candidate Brock Pierce brings message of unity and independence to Alaska 
2020-10-27,"Why traders say $13,875 will be the next ‘logical’ Bitcoin price resistance "
2020-10-27,The $750 Million Pre-Halloween Bitcoin Options Expiry Has Started to Spook Traders 
2020-10-27,"'A Race Toward Zero': With Hashrate in the Clouds, Bitcoin Mining Is Less Profitable Than Ever "
2020-10-28,"Bitcoin ‘price will follow,’ says analyst after historically accurate metric hits new high "
2020-10-28,"Blockchain Bites: Bitcoin Miners' Slim Margins, ConsenSys' Latest CBDC Pilot, a16z's Power Hire "
2020-10-28,Bit Digital Bitcoin Mining Company Releases the First Half 2020 Financial Results Announcing Over $10 Million Worth of Bitcoins Earned 
2020-10-29,Iran's New Crypto Law Requires Miners to Sell Bitcoin Directly to Central Bank to Fund Imports 
2020-10-29,Microstrategy CEO Personally Owns $240 Million in Bitcoin — Company's BTC Profit Eclipses Other Earnings 
2020-10-29,"DMG’s subsidiary Blockseer Launches Bitcoin Mining Pool Focused on Good Governance, Auditability and OFAC Compliance "
2020-10-30,"Rolex watches, Bitcoin and Louis Vuitton bags seized from flashy criminals go on sale "
2020-10-30,Remittance Costs Lower in Q3 World Bank Study Shows - Only Cryptocurrencies Meeting UN Goal 
2020-10-30,A Former Goldman Sachs Hedge Fund Chief Has Predicted Apple And Microsoft Will Buy Bitcoin ‘Within Five Years’ 
2020-10-31,What industry leaders would wish for Bitcoin’s white paper 12th anniversary 
2020-10-31,"Why Bitcoin price and volume rising together is bad news for Ethereum, altseason "
2020-10-31,Iran: New Crypto Law Requires Selling Bitcoin Directly to Central Bank to Fund Imports - Asharq Al-awsat 
2020-11-01,Trump Or Biden? Max Keiser Explains Why Bitcoin Will Be The Ultimate Winner After the US Elections 
2020-11-01,"Investor on why bitcoin is 'literally the biggest story I've seen,' may hit $1M and top gold's market cap "
2020-11-01,"Crypto Tidbits: Bitcoin Mining by Blockstream, Ripple Investment Plans, Binance US Unveils Altcoin Lineup "
2020-11-02,"Bitcoin (BTC) Could Surge to $3,000,000 Within Five Years, Says Crypto Hedge Fund Manager "
2020-11-02,Financial Analyst: Current Correction is Healthy if Bitcoin (BTC) Support Found Above $10k 
2020-11-02,"Blockchain Bites: Digital Yuan's 4M Transactions, Bitcoin's 33-Month High, Uniswap's Second Governance Vote "
2020-11-03,Bitcoin's closing price for October was its second highest ever monthly close 
2020-11-03,‘Bond King’ who called Bitcoin a lie now says BTC is a hedge against inflation 
2020-11-03,[Product Roadmap] How bitcoin startup Unocoin dealt with legal trouble and garnered 1.3M users 
2020-11-04,Bitcoin sees record 100 days above $10K as one analyst eyes ‘parabolic’ 2021 
2020-11-04,Bitcoin price: Why $14K looks eerily similar to $700 during the 2016 election 
2020-11-04,"Bitcoin Just Printed a ""Darth Maul"" Candle at $9000: Here's What It Means For BTC "
2020-11-05,$200 Million Brazilian Crypto Fraud Scam: The US Seizes $24 Million Worth of Digital Currencies 
2020-11-05,"Iran Adopts Bitcoin for International Trade Amid Heavy Sanctions, Falling Rial, Soaring Inflation "
2020-11-05,"Bitcoin Price Action Reminiscent of 2015 Before Historic 100x Bull Cycle Began, According to Institutional ... "
2020-11-06,"Spot Markets, Not Leverage, Fuel Bitcoin's Price Rally Amid Mild Derivative Liquidations "
2020-11-06,"Buy bitcoin to play low interest rates and a friendly Fed, says trader who predicts 20% upside "
2020-11-06,Stock Markets Pause as Square Gets a Bitcoin Boost; Aurora Cannabis Has High Hopes for New York 
2020-11-07,Another Mysterious String of 1000 'Satoshi Era' Bitcoins Mined in 2010 Moved Today 
2020-11-07,"39 Firms Have Applied to Offer Crypto Services Under New Regulation, Says Dutch Central Bank "
2020-11-07,"Threat of Quantum Computing to Bitcoin Should be Taken Seriously, But there's Enough Time to Upgrade "
2020-11-08,How to avoid bitcoin scams; Miss Vickie's recalled: CBC's Marketplace Cheat Sheet 
2020-11-08,Is MicroStrategy’s $425 Million Investment in Bitcoin the Greatest Bet of All Time? 
2020-11-08,"Every Major Bank Will Have Exposure to Bitcoin, Says Renowned Fund Manager Bill Miller "
2020-11-09,"Former Bitcoin.com CEO Launches Sonic Capital, Asia's First Tokenized Venture Investment Fund "
2020-11-09,Wall Street Legend Bill Miller Reveals ‘Strong’ Bitcoin Recommendation Despite Massive Price Surge 
2020-11-09,"'Dr Doom' Nouriel Roubini Admits Bitcoin May Be a Store of Value, Sees Big Revolution in Central Bank Digital Currencies "
2020-11-10,Microsoft employee sentenced to 9 years in first U.S. Bitcoin case involving tax fraud 
2020-11-10,MicroStrategy CEO Explains Why Bitcoin Is 'a Million Times Better' Than 'Antiquated' Gold 
2020-11-10,"Billionaire Stanley Druckenmiller Owns Bitcoin, Sees Attractive Store of Value That Could Beat Gold "
2020-11-11,"Crypto Tidbits: SEC Declares Bitcoin a Non-Security, Ethereum DeFi Gains Traction, PayPal Leaves Libra "
2020-11-11,"Bitcoin price: Three years on from its peak, here’s what happened to the young investors who made thousands "
2020-11-11,"Bit Digital, Inc. enters into asset purchase agreements to acquire $13,903,088 worth of bitcoin miners with total hash power capacity of 1,000 Ph/s. "
2020-11-12,Which Israeli companies paid Bitcoin ransom to Iranian hackers and how much money did Wix lose? | Ctech 
2020-11-12,"Bitcoin Millionaire Michael Saylor Addresses Threat of Quantum Computing, Says Some People Are Paralyzed in... "
2020-11-12,"Osprey Funds Reopens Bitcoin Trust for Private Placement, Slashes Management Fee, Applies for OTCQX Listing of Trust Units "
2020-11-13,Forget the Bitcoin price! Here's how I'd invest £300 a month in UK shares to make a million 
2020-11-13,Hedge Fund Manager Brian Kelly Says Increasing Institutional Interest in Bitcoin Down to its Fixed Supply 
2020-11-13,Nouriel Roubini—Crypto’s Fiercest Critic—Has Admitted Bitcoin Could Be A ‘Store Of Value’ As Price Suddenly Soars 
2020-11-14,"BTC Options Open Interest Surges, Traders Look to an Unfilled Bitcoin Futures Gap at $18K "
2020-11-14,Fish aren't biting on Seneca Lake: Will Greenidge's bitcoin mining expansion will make it worse? 
2020-11-14,Bitcoin.com Reveals Limited Edition Bitcoin Cash Wristwatch Crafted by Luxury Watchmaker Franck Muller 
2020-11-15,Return of ZebPay: how the crypto trading startup is making the most of India’s bitcoin boom 
2020-11-15,Is the US Government Quietly Hoarding Bitcoin? Analyst Explores America’s Crypto ‘Black Hole ... 
2020-11-15,"Institutional Crypto Giant Set to Surpass $10 Billion in Bitcoin, Ethereum, XRP and Altcoin Holdings "
2020-11-16,Bitcoin-Friendly Gary Gensler Tapped For Biden's Financial Policy Transition Team 
2020-11-16,BCH Collectibles: RPG Blockchain Game Built on Bitcoin Cash Completes Flipstarter Campaign 
2020-11-16,Meet Michael Hudson: Bitcoin Entrepreneur Aiming To Bring Transparency To Financial Services 
2020-11-17,Elon Musk suggests bitcoin is ‘ghost money’ as cryptocurrency approaches record high 
2020-11-17,"Bitcoin Depot® Continues Growth with the Addition of 500 New BTMs™ to Network, Surpassing 1,000 Worldwide "
2020-11-17,"Bitcoin Has Suddenly Shot Toward Its $20,000 All-Time High But Now Might Not Be The Time To Buy—Here’s Why "
2020-11-18,Jamie Dimon says bitcoin is 'not my cup of tea' even as JPMorgan has warmed to crypto 
2020-11-18,"As bitcoin soars, so do ransomware attacks. Is it time to 'stop the madness?' — bobsullivan.net "
2020-11-18,Grayscale Surpasses $10 Billion in Crypto Under Management With Over 500000 BTC in Bitcoin Trust 
2020-11-19,How Sats Stack Up: Comparing The Milestone $335B Bitcoin Market Cap | Bitcoinist.com 
2020-11-19,Deutsche Bank Says Investors Increasingly Prefer Bitcoin Over Gold as Inflation Hedge 
2020-11-19,"There is only 0.5 Bitcoin for every millionaire in the world, but these billionaires are buying them all "
2020-11-20,"Chainalysis: Institutional Money, Massive Demand, Fueling Bitcoin Price | BTCMANAGER "
2020-11-20,MicroStrategy execs say the publicly traded firm is exploring new bitcoin data products 
2020-11-20,'First inning of Bitcoin': Some investors see the cryptocurrency replacing gold in their portfolios 
2020-11-21,ETMarkets Investors' Guide: Is there a bubble in bitcoin after 150% climb in 2020? 
2020-11-21,"Bitcoin price could rocket to '$1,000,000' as big institutions buy directly from miners "
2020-11-21,Silk Road Bitcoin Seizure: Analytics Firm Claims Tokens Worth Millions Still Outstanding 
2020-11-22,Bitcoin price dips below $18K — Time to watch these 'whale cluster' support zones 
2020-11-22,"Bitcoin, Ethereum, Ripple’s XRP, Litecoin, And Chainlink Could Be Heading Into Their Biggest Week Ever "
2020-11-22,$20 Billion in Crypto Under Custody: Coinbase Sees 'Explosion of Capital' From Institutional Investors 
2020-11-23,"Hit by cryptocurrency curbs, Chinese fund managers look elsewhere to ride bitcoin bull "
2020-11-23,"SEC Chairman Jay Clayton Explains US Crypto Regulation, Calls Bitcoin a Store of Value "
2020-11-23,"Previous Bitcoin Bull Run Patterns Suggest Current Run Could See a $160K Top, Possible $25K Bottom "
2020-11-24,"Bitcoin at $100,000 in 2021? Outrageous to some, a no-brainer for backers "
2020-11-24,Square and PayPal may be the new whales in the crypto market as clients flock to buy bitcoin 
2020-11-24,"Bitcoin cash, ethereum and ripple all see massive price gains as cryptocurrency market nears all-time high "
2020-11-25,"Rs 70,00,000 for 1 Bitcoin? Some believe it’s possible; for now it nears record of just Rs 14,00,000 "
2020-11-25,Bitcoin Blackouts: Russian Cryptocurrency 'Miners' Minting Millions While Sucking Abkhazia's Electricity Grid Dry 
2020-11-25,Crypto market in Croatia: Why is Bitcoin not widely talked about after 2017 even though the price is close to $20000? 
2020-11-26,Bitcoin exodus: OKEx users move crypto off exchange as withdrawals resume 
2020-11-26,Renowned Finance Youtuber Andrei Jikh Invests Over $100K Into Cryptocurrencies 
2020-11-26,Former Microsoft Engineer Says Nigerian Expatriates Are Using Bitcoin to Circumvent Country's Overvalued Exchange Rate 
2020-11-27,Bloomberg lists 5 bullish trends for Bitcoin price despite ‘Thanksgiving crash’ 
2020-11-27,Newly Launched Bitcoin Latinum Set to Become World's Largest Insured Digital Asset 
2020-11-27,"Institutional money may propel Bitcoin to $250K in one year's time, says macro investor "
2020-11-28,Bitcoin analysts explain what's next in the aftermath of BTC plunging to $16.2K 
2020-11-28,China seizes £2.5billion of Bitcoin as Beijing set to 'dominate' future global economy 
2020-11-28,"1 in 5 Players Win Big at Bitcoin.com Lottery, New Crypto Games Promise Guaranteed Winners "
2020-11-29,Guggenheim Partners prepares to dip investment fund’s toes into Bitcoin 
2020-11-29,Weekend bull trap? Traders remain cautious as Bitcoin price rebounds to $18K 
2020-11-29,Bitcoin may see major price volatility at the start of December — Here's why 
2020-11-30,Guggenheim Investment Fund to Invest $497 Million in Grayscale's GBTC Seeking Bitcoin Exposure 
2020-11-30,"Winklevoss twins say bitcoin will be the decade's best performing asset, see '25x' gains from here "
2020-11-30,"Gold Sees Largest Weekly Outflow Ever, Metal Prices Spiral Lower, Analysts Expect Flows Into Bitcoin "
2020-12-01,Bitcoin Time Warp: A Cryptocurrency Hedge Fund Manager’s Perspective On The Effects Of “Crypto Time” 
2020-12-01,Mastermind of Bitcoin Mining Ponzi Scheme Extradited to the US: $20 Million in Victims' Funds Laundered 
2020-12-01,Bitcoin Solutions Announces Corporate Rebrand to Bitcoin Well and Record Third Quarter 2020 Financial Results 
2020-12-02,Bitcoin fraud: What to look out for as cryptocurrency price rise creates the ideal breeding ground for scams 
2020-12-02,"Bitcoin: Winklevoss Twins And PlanB See A 25x To 50x Gain In The Next Decade, Our First Target Stands At $30,000 "
2020-12-02,Crowmining allows the 'average joe' to acquire Bitcoin by mining it in the most efficient and easiest way possible 
2020-12-03,"Ethereum (XET), XRP, Litecoin (XLC): Cryptocurrency Alternative to Bitcoin (BTC) "
2020-12-03,"Bitcoin is the ‘wrong price for the possibilities it has,’ says Paul Tudor Jones "
2020-12-03,Last Month Casascius Owners Redeemed the Highest Number of Physical Bitcoins in 3 Years 
2020-12-04,Bitcoin price to do a 50x in the next 10 years according to various crypto personalities 
2020-12-04,"Bitcoin's Rise Causes Shortage of Mining Rigs, Most Units Sold Out, Miners Concerned About Supply "
2020-12-04,Why Bitcoin Is the Best Investment Opportunity Post-Pandemic. Here’s What Will Drive the Price Higher. 
2020-12-05,How this family survived 40 countries living solely off bitcoin for four years 
2020-12-05,"Bitcoin traders nervous after $19.5K rejection — Here are the bear, bull scenarios "
2020-12-05,Billionaire Hedge Fund Manager Paul Tudor Jones Expects Bitcoin's Market Cap to Grow Beyond $500 Billion 
2020-12-06,Bloomberg Analysts: Bitcoin at $50K as Total Crypto Market Cap to Grow to $1 Trillion in 2021 
2020-12-06,"Ethereum, Ripple’s XRP And Chainlink Are All Beating Bitcoin—These Minor Cryptocurrencies Are Too "
2020-12-06,"Crypto Long & Short: Why Some Investors Get Bitcoin So Wrong, and What That Says About Its Strengths "
2020-12-07,Nigeria's Yellow Card Processes $165 Million in Crypto Remittances So Far This Year 
2020-12-07,Clocking Terahash: Three Next-Generation Bitcoin Mining Rigs Launched During the Last Quarter 
2020-12-07,Ron Paul Advises Bitcoin Proponents to 'Be Vigilant' of Government - 'There's Information Collected' 
2020-12-08,Bitcoin price ‘bearish alert’ as 140K BTC from Mt. Gox may move for the first time 
2020-12-08,"Bitcoin, Litecoin And Monero Luminaries Invest In Historic Crypto-Securities Offering "
2020-12-08,"'Gold Is Rare but Not Too Rare' - Bitcoin's Supply Limit Hinders Usefulness, Says Steve Forbes "
2020-12-09,"Make Room, Wall Street: Bitcoin Payments Startup BitPay Applies For National U.S. Banking License "
2020-12-09,"“Digital gold”: As bitcoin soars to record highs, hedge funds are capitalising on 2020's crypto boom "
2020-12-09,Ripple-Backed Bitcoin And Crypto Exchange Bitso Reveals $62 Million Funding Round To ‘Conquer Brazil’ 
2020-12-10,"Billionaire Masayoshi Son Lost $130 Million On Bitcoin Because He ""Doesn't Understand"" How It Works "
2020-12-10,"Crypto Billionaires: Ripple's Jed McCaleb Now World's 40th Richest Person, Cofounder Sells 29 Million XRP Last Week "
2020-12-10,"Bitcoin.com Wallet Adds Shareable Payment Link Feature - Send Bitcoin Cash to Anyone via Text, Email, and Social Media "
2020-12-11,"Cleanspark Buys US Bitcoin Miner for $19.4 Million, Plans to Quadruple Mining Capacity "
